Year Reported to CDP,Account Number,Organization,City,Country,CDP Region,Reporting Authority,Access,First Time Discloser,Population,Population Year,City Location,Last update
2019,54623,Prefeitura de Betim,Betim,Brazil,Latin America,"CDP Cities,ICLEI - Local Governments for Sustainability,WWF",public,No,378089,2010,POINT (-44.2012 -19.9673),2020-06-25T04:52:51.327
2019,35886,Comune di Torino,Torino,Italy,Europe,"CDP Cities,ICLEI - Local Governments for Sustainability",public,No,879004,2018,POINT (7.668 45.1006),2020-06-25T04:52:51.327
2019,55334,Município de Braga,Braga,Portugal,Europe,CDP Cities,public,No,,0,POINT (-8.43821 41.5337),2020-06-25T04:52:51.327
2019,49172,City of St. Petersburg,St. Petersburg,United States of America,North America,CDP Cities,public,Yes,266000,2017,,2020-06-25T04:52:51.327
2019,54459,City of Reykjavík,Reykjavík,Iceland,Europe,"CDP Cities,ICLEI - Local Governments for Sustainability,WWF",public,No,129410,2019,POINT (-21.8174 64.1265),2020-06-25T04:52:51.327
2019,50391,Prefeitura de Manaus,Manaus,Brazil,Latin America,"CDP Cities,ICLEI - Local Governments for Sustainability",public,No,,0,POINT (-60.0217 -3.11902),2020-06-25T04:52:51.327
2019,839673,Municipalidad Distrital de Jesús María,,Peru,Latin America,"CDP Cities,ICLEI - Local Governments for Sustainability,WWF",public,Yes,77955,2019,,2020-06-25T04:52:51.327
2019,54098,City of Thunder Bay,Thunder Bay,Canada,North America,"CDP Cities,ICLEI - Local Governments for Sustainability",public,Yes,107909,2016,POINT (-89.2477 48.3809),2020-06-25T04:52:51.327
2019,74525,"City of Missoula, MT",Missoula,United States of America,North America,"CDP Cities,ICLEI - Local Governments for Sustainability",non public,No,72364,2016,POINT (113.994 46.8721),2020-06-25T04:52:51.327
2019,73365,Town of Ithaca,,United States of America,North America,CDP Cities,public,Yes,20372,2017,,2020-06-25T04:52:51.327
2019,31185,City of Warsaw,Warsaw,Poland,Europe,"C40,CDP Cities,ICLEI - Local Governments for Sustainability",public,No,1769529,2018,POINT (21.0122 52.2297),2020-06-25T04:52:51.327
2019,73754,Panaji,,India,South and West Asia,"CDP Cities,ICLEI - Local Governments for Sustainability,WWF",public,Yes,40017,2011,,2020-06-25T04:52:51.327
2019,50389,Prefeitura de Maceió,Maceió,Brazil,Latin America,"CDP Cities,ICLEI - Local Governments for Sustainability",public,No,,0,POINT (-35.718 -9.67342),2020-06-25T04:52:51.327
2019,834300,Municipality of Villanueva,,Guatemala,Latin America,"CDP Cities,ICLEI - Local Governments for Sustainability,WWF",public,Yes,1200000,0,,2020-06-25T04:52:51.327
2019,63999,"City of Miami Beach, FL",Miami Beach,United States of America,North America,"CDP Cities,ICLEI - Local Governments for Sustainability",public,No,91917,2017,POINT (-80.13 25.7906),2020-06-25T04:52:51.327
2019,54706,Prefeitura Municipal de Boa Vista,Boa Vista,Brazil,Latin America,CDP Cities,public,No,,0,POINT (-60.6779 2.83067),2020-06-25T04:52:51.327
2019,54696,XIV Ayuntamiento de La Paz,La Paz,Mexico,Latin America,"CDP Cities,ICLEI - Local Governments for Sustainability,WWF",public,Yes,215178,2010,,2020-06-25T04:52:51.327
2019,73252,Pemba Municipality,Pemba,Mozambique,Africa,"CDP Cities,ICLEI - Local Governments for Sustainability,WWF",public,No,221316,2017,POINT (40.5178 -12.9732),2020-06-25T04:52:51.327
2019,50364,Municipalidad de La Paz,La Paz (Bolivia),Bolivia (Plurinational State of),Latin America,"CDP Cities,ICLEI - Local Governments for Sustainability,WWF",public,No,798,2017,POINT (-68.15 -16.5),2020-06-25T04:52:51.327
2019,50792,Ville de Monaco,Monaco,Monaco,Europe,CDP Cities,public,No,,0,POINT (7.42081 43.7374),2020-06-25T04:52:51.327
2019,35862,City of Detroit,Detroit,United States of America,North America,CDP Cities,public,No,673104,2017,POINT (-83.0457 42.3314),2020-06-25T04:52:51.327
2019,58424,Gdańsk,Gdańsk,Poland,Europe,"CDP Cities,Union of the Baltic Cities",public,No,464254,2018,POINT (18.6466 54.352),2020-06-25T04:52:51.327
2019,58590,"City of Easton, PA",Easton,United States of America,North America,CDP Cities,public,No,26915,2015,POINT (-75.2207 40.6884),2020-06-25T04:52:51.327
2019,58597,Municipalidad de La Unión,La Unión,Costa Rica,Latin America,CDP Cities,public,No,108990,2017,POINT (-83.9833 9.91667),2020-06-25T04:52:51.327
2019,841269,Municipalidad de Montecarlo,,Argentina,Latin America,CDP Cities,public,Yes,,0,,2020-06-25T04:52:51.327
2019,46470,Ayuntamiento de Vitoria-Gasteiz,Vitoria-Gasteiz,Spain,Europe,"CDP Cities,ICLEI - Local Governments for Sustainability",public,No,,0,POINT (-2.67 42.84),2020-06-25T04:52:51.327
2019,54342,Jbail-Byblos Municipality,,Lebanon,Middle East,"CDP Cities,ICLEI - Local Governments for Sustainability,WWF",public,Yes,40000000,2019,,2020-06-25T04:52:51.327
2019,834229,Municipality of Bragado,,Argentina,Latin America,"CDP Cities,ICLEI - Local Governments for Sustainability",public,Yes,41336,2010,,2020-06-25T04:52:51.327
2019,50671,Município de Fafe,Fafe,Portugal,Europe,CDP Cities,public,No,,0,POINT (-8.17286 41.4508),2020-06-25T04:52:51.327
2019,2185,Bristol City Council,Bristol,United Kingdom of Great Britain and Northern Ireland,Europe,"CDP Cities,ICLEI - Local Governments for Sustainability,WWF",public,Yes,459300,2017,,2020-06-25T04:52:51.327
2019,840521,City of Denizli,,Turkey,Europe,"CDP Cities,ICLEI - Local Governments for Sustainability,WWF",public,Yes,,0,,2020-06-25T04:52:51.327
2019,54345,City Government of Davao,Davao,Philippines,Southeast Asia and Oceania,"CDP Cities,ICLEI - Local Governments for Sustainability,WWF",public,No,1632991,2015,POINT (125.625 7.07475),2020-06-25T04:52:51.327
2019,73712,Camilo Aldao,,Argentina,Latin America,"CDP Cities,ICLEI - Local Governments for Sustainability",public,Yes,5209,2010,,2020-06-25T04:52:51.327
2019,31110,Roma Capitale,Roma,Italy,Europe,"C40,CDP Cities,ICLEI - Local Governments for Sustainability",public,No,2876614,2017,POINT (12.2858 41.53),2020-06-25T04:52:51.327
2019,60332,Prefeitura de São Carlos,,Brazil,Latin America,"CDP Cities,ICLEI - Local Governments for Sustainability",public,Yes,,0,,2020-06-25T04:52:51.327
2019,826209,Aipromades Lago de Chapala,Chapala,Mexico,Latin America,CDP Cities,public,No,601263,2015,POINT (-103.191 20.2962),2020-06-25T04:52:51.327
2019,49335,Metropolitan Government of Nashville and Davidson County,Nashville,United States of America,North America,"CDP Cities,ICLEI - Local Governments for Sustainability",public,No,667560,2017,POINT (-86.7816 36.1627),2020-06-25T04:52:51.327
2019,839648,Ayuntamiento Victoria,,Mexico,Latin America,"CDP Cities,ICLEI - Local Governments for Sustainability,WWF",public,Yes,,0,,2020-06-25T04:52:51.327
2019,74466,"Village of South Barrington, IL",South Barrington,United States of America,North America,CDP Cities,public,No,4565,2010,POINT (42.0736 88.148),2020-06-25T04:52:51.327
2019,59697,"City of Lake Worth, FL",Lake Worth,United States of America,North America,CDP Cities,public,No,36000,2017,POINT (-80.0684 26.6168),2020-06-25T04:52:51.327
2019,839970,San Justo,San Justo,Argentina,Latin America,"CDP Cities,ICLEI - Local Governments for Sustainability,WWF",public,Yes,22274,2016,,2020-06-25T04:52:51.327
2019,50370,Municipalidad de Tampico,Tampico,Mexico,Latin America,CDP Cities,public,No,314418,2015,POINT (-99.0173 19.3599),2020-06-25T04:52:51.327
2019,839964,Ameghino,Ameghino,Argentina,Latin America,CDP Cities,public,Yes,8869,21,,2020-06-25T04:52:51.327
2019,50368,Municipalidad de Provincial de Arequipa,Arequipa,Peru,Latin America,"CDP Cities,ICLEI - Local Governments for Sustainability,WWF",public,No,1009132,2017,POINT (-75.329 -11.0557),2020-06-25T04:52:51.327
2019,826167,Ayuntamiento de Tapalpa,,Mexico,Latin America,"CDP Cities,ICLEI - Local Governments for Sustainability,WWF",public,Yes,19506,2015,,2020-06-25T04:52:51.327
2019,31164,Ho Chi Minh City,Ho Chi Minh,Viet Nam,Southeast Asia and Oceania,"C40,CDP Cities",non public,No,,0,POINT (106.66 10.7626),2020-06-25T04:52:51.327
2019,53829,"City of Kingston, ON",Kingston,Canada,North America,CDP Cities,public,Yes,124000,2016,,2020-06-25T04:52:51.327
2019,59537,"City of Denton, TX",Denton,United States of America,North America,"CDP Cities,ICLEI - Local Governments for Sustainability",public,No,131097,2017,POINT (-97.1331 33.2148),2020-06-25T04:52:51.327
2019,826431,Município de Loulé,Loulé,Portugal,Europe,CDP Cities,non public,No,70622,2011,POINT (-8.01968 37.1377),2020-06-25T04:52:51.327
2019,63616,Abasan Al-Kabira Municipality,Abasan Al-Kabira,State of Palestine,Middle East,"CDP Cities,ICLEI - Local Governments for Sustainability,WWF",public,No,31000,2017,POINT (34.344 31.3231),2020-06-25T04:52:51.327
2019,60385,Alcaldía de Villavicencio,,Colombia,Latin America,"CDP Cities,ICLEI - Local Governments for Sustainability,WWF",public,Yes,527673,2019,,2020-06-25T04:52:51.327
2019,834161,Kinmen County Government,,"Taiwan, Greater China",East Asia,"CDP Cities,ICLEI - Local Governments for Sustainability",public,Yes,137456,2017,,2020-06-25T04:52:51.327
2019,73694,Chacabuco,,Argentina,Latin America,"CDP Cities,ICLEI - Local Governments for Sustainability,WWF",public,Yes,50546,2014,,2020-06-25T04:52:51.327
2019,59707,"Town of Princeton, NJ",,United States of America,North America,"CDP Cities,ICLEI - Local Governments for Sustainability,WWF",public,Yes,31822,2019,,2020-06-25T04:52:51.327
2019,51075,City of Shenzhen,Shenzhen,China,East Asia,"C40,CDP Cities,ICLEI - Local Governments for Sustainability",public,No,13026600,2018,POINT (113.813 22.9175),2020-06-25T04:52:51.327
2019,831617,Commune de Bouaké,Bouaké,Côte d'Ivoire,Africa,CDP Cities,public,No,715435,2013,POINT (-5.0149 7.4137),2020-06-25T04:52:51.327
2019,35870,City of Miami,Miami,United States of America,North America,"CDP Cities,ICLEI - Local Governments for Sustainability",public,No,470914,2018,POINT (-80.1918 25.7617),2020-06-25T04:52:51.327
2019,58670,City of Monrovia,Monrovia,Liberia,Africa,"CDP Cities,ICLEI - Local Governments for Sustainability,WWF",public,Yes,1197684,2019,,2020-06-25T04:52:51.327
2019,840244,Prefeitura de Águas da Prata,,Brazil,Latin America,"CDP Cities,ICLEI - Local Governments for Sustainability,WWF",public,Yes,8137,2018,,2020-06-25T04:52:51.327
2019,35393,City of St Louis,St Louis,United States of America,North America,CDP Cities,public,No,302838,2018,POINT (-90.1994 38.627),2020-06-25T04:52:51.327
2019,73302,"City of Port Allen, LA",Port Allen,United States of America,North America,CDP Cities,public,No,5320,2018,POINT (-91.2073 30.4475),2020-06-25T04:52:51.327
2019,60419,Municipalidad de Rio Grande,Rio Grande,Argentina,Latin America,CDP Cities,public,No,88741,2019,POINT (-67.7002 -53.786),2020-06-25T04:52:51.327
2019,831926,Ramallah,,State of Palestine,Middle East,CDP Cities,public,Yes,66000,2019,,2020-06-25T04:52:51.327
2019,35893,City of Dar es Salaam,Dar es Salaam,United Republic of Tanzania,Africa,"C40,CDP Cities,ICLEI - Local Governments for Sustainability",public,No,6041000,2019,POINT (39.2083 -6.79235),2020-06-25T04:52:51.327
2019,37261,City of Pietermaritzburg,Pietermaritzburg,South Africa,Africa,"CDP Cities,ICLEI - Local Governments for Sustainability,WWF",public,No,,0,POINT (30.3794 -29.6006),2020-06-25T04:52:51.327
2019,839980,Municipalidad de Avellaneda,,Argentina,Latin America,"CDP Cities,ICLEI - Local Governments for Sustainability,WWF",public,Yes,30446,2019,,2020-06-25T04:52:51.327
2019,50541,City of Greensboro,Greensboro,United States of America,North America,CDP Cities,public,No,294722,2018,POINT (-79.792 36.0726),2020-06-25T04:52:51.327
2019,53254,City of Hobart,Hobart,Australia,Southeast Asia and Oceania,CDP Cities,public,No,,0,POINT (147.281 -42.8901),2020-06-25T04:52:51.327
2019,31109,City of Melbourne,City of Melbourne,Australia,Southeast Asia and Oceania,"C40,CDP Cities,ICLEI - Local Governments for Sustainability",public,No,169961,2018,POINT (144.963 -37.8141),2020-06-25T04:52:51.327
2019,60898,Ayuntamiento de Naucalpan de Juárez,Naucalpan de Juárez,Mexico,Latin America,"CDP Cities,ICLEI - Local Governments for Sustainability,WWF",public,No,916796,2017,POINT (-99.2453 19.4631),2020-06-25T04:52:51.327
2019,50390,Prefeitura de Teresina,,Brazil,Latin America,"CDP Cities,ICLEI - Local Governments for Sustainability",public,Yes,797029,2010,,2020-06-25T04:52:51.327
2019,74563,"Town of Guilford, VT",,United States of America,North America,CDP Cities,public,Yes,2121,2010,,2020-06-25T04:52:51.327
2019,73724,Arteaga,,Argentina,Latin America,"CDP Cities,ICLEI - Local Governments for Sustainability,WWF",public,Yes,3546,2014,,2020-06-25T04:52:51.327
2019,13067,City of New Orleans,New Orleans,United States of America,North America,"C40,CDP Cities,ICLEI - Local Governments for Sustainability",public,No,393292,2018,POINT (-90.0715 29.9511),2020-06-25T04:52:51.327
2019,73707,Totoras,,Argentina,Latin America,"CDP Cities,ICLEI - Local Governments for Sustainability,WWF",public,Yes,10630,2014,,2020-06-25T04:52:51.327
2019,58796,Odder Kommune,Odder,Denmark,Europe,CDP Cities,public,No,22624,2019,POINT (10.15 55.9757),2020-06-25T04:52:51.327
2019,1184,City of Austin,Austin,United States of America,North America,"C40,CDP Cities,ICLEI - Local Governments for Sustainability",public,No,1227000,2017,POINT (-97.7431 30.2672),2020-06-25T04:52:51.327
2019,826407,Munícipio de Mirandela,Mirandela,Portugal,Europe,CDP Cities,public,No,11852,2011,POINT (-7.1753 41.51),2020-06-25T04:52:51.327
2019,840941,Prefeitura de Vila Nova dos Martírios,,Brazil,Latin America,"CDP Cities,ICLEI - Local Governments for Sustainability,WWF",public,Yes,,0,,2020-06-25T04:52:51.327
2019,840492,City of Malolos,,Philippines,Southeast Asia and Oceania,"CDP Cities,ICLEI - Local Governments for Sustainability,WWF",public,Yes,,0,,2020-06-25T04:52:51.327
2019,62180,Communauté urbaine du Grand Nancy,Nancy,France,Europe,CDP Cities,non public,No,256558,2015,POINT (6.18441 48.6921),2020-06-25T04:52:51.327
2019,54588,West Coast District Municipality,West Coast District Municipality,South Africa,Africa,CDP Cities,public,No,391766,0,POINT (18.627 -32.0951),2020-06-25T04:52:51.327
2019,63543,Fredensborg Kommune,Fredensborg,Denmark,Europe,CDP Cities,public,No,40112,2016,POINT (12.4058 55.9747),2020-06-25T04:52:51.327
2019,44185,Suwon City,Suwon,Republic of Korea,East Asia,"CDP Cities,ICLEI - Local Governments for Sustainability,WWF",public,No,1242212,2018,POINT (126.805 37.17),2020-06-25T04:52:51.327
2019,36158,Comune di Napoli,Napoli,Italy,Europe,CDP Cities,public,No,,0,POINT (14.2514 40.842),2020-06-25T04:52:51.327
2019,74673,İzmir Metropolitan Municipality,,Turkey,Europe,"CDP Cities,ICLEI - Local Governments for Sustainability,WWF",public,Yes,4320519,2018,,2020-06-25T04:52:51.327
2019,63601,"Township of Maplewood, NJ",Maplewood,United States of America,North America,CDP Cities,non public,No,24706,2017,POINT (-74.27 40.73),2020-06-25T04:52:51.327
2019,50371,Municipalidad de Córdoba,Córdoba,Argentina,Latin America,"CDP Cities,ICLEI - Local Governments for Sustainability",public,No,1430000,2017,POINT (-64.1888 -31.4201),2020-06-25T04:52:51.327
2019,59165,Gladsaxe Kommune,Gladsaxe,Denmark,Europe,"CDP Cities,ICLEI - Local Governments for Sustainability",public,No,69681,2018,POINT (12.4887 55.7335),2020-06-25T04:52:51.327
2019,834413,Municipality of Tahuamanu,,Peru,Latin America,"CDP Cities,ICLEI - Local Governments for Sustainability,WWF",public,Yes,,0,,2020-06-25T04:52:51.327
2019,60387,Alcaldíade Sincelejo,Sincelejo,Colombia,Latin America,CDP Cities,public,No,275207,2015,POINT (-75.3906 9.30457),2020-06-25T04:52:51.327
2019,3422,Greater London Authority,London,United Kingdom of Great Britain and Northern Ireland,Europe,"C40,CDP Cities,ICLEI - Local Governments for Sustainability,WWF",public,No,8883800,2017,POINT (-0.07868 51.5048),2020-06-25T04:52:51.327
2019,840042,Gislaveds Kommun,GISLAVED,Sweden,Europe,"CDP Cities,ICLEI - Local Governments for Sustainability,WWF",public,Yes,,0,,2020-06-25T04:52:51.327
2019,833379,Bani-Suhaila Municipality,,State of Palestine,Middle East,"CDP Cities,ICLEI - Local Governments for Sustainability,WWF",public,Yes,42000,2017,,2020-06-25T04:52:51.327
2019,73645,KwaDukuza,,South Africa,Africa,"CDP Cities,ICLEI - Local Governments for Sustainability,WWF",public,Yes,276719,2016,,2020-06-25T04:52:51.327
2019,60399,Municipalidad de Miraflores,Miraflores,Peru,Latin America,"CDP Cities,ICLEI - Local Governments for Sustainability,WWF",public,No,,0,POINT (-71.5366 -16.3994),2020-06-25T04:52:51.327
2019,50377,Municipio de Querétaro,,Mexico,Latin America,"CDP Cities,ICLEI - Local Governments for Sustainability,WWF",public,Yes,878931,2015,,2020-06-25T04:52:51.327
2019,60379,Alcaldía de Tunja,Tunja,Colombia,Latin America,CDP Cities,non public,No,152419,2005,POINT (-3.63354 40.4712),2020-06-25T04:52:51.327
2019,827047,Fuzhou Municipal People's Government,,China,East Asia,"C40,CDP Cities",non public,Yes,6933529,2017,,2020-06-25T04:52:51.327
2019,839954,Vinh City,,Viet Nam,Southeast Asia and Oceania,"CDP Cities,ICLEI - Local Governments for Sustainability,WWF",public,Yes,323800,2018,,2020-06-25T04:52:51.327
2019,43932,Auckland Council,Auckland,New Zealand,Southeast Asia and Oceania,"C40,CDP Cities,ICLEI - Local Governments for Sustainability",public,No,,0,POINT (174.742 -36.8153),2020-06-25T04:52:51.327
2019,73665,Villa Pehuenia,,Argentina,Latin America,"CDP Cities,ICLEI - Local Governments for Sustainability,WWF",public,Yes,1611,2010,,2020-06-25T04:52:51.327
2019,58543,Byron Shire Council,Byron Shire,Australia,Southeast Asia and Oceania,"CDP Cities,ICLEI - Local Governments for Sustainability",public,No,34574,2018,POINT (153.533 -28.6534),2020-06-25T04:52:51.327
2019,50562,City of Chula Vista,Chula Vista,United States of America,North America,"CDP Cities,ICLEI - Local Governments for Sustainability",public,No,265070,2016,POINT (-117.084 32.64),2020-06-25T04:52:51.327
2019,826212,Junta intermunicipal para la gestión integral de la cuenca del Río Coahuayana (JIRCO),,Mexico,Latin America,CDP Cities,public,Yes,285774,2010,,2020-06-25T04:52:51.327
2019,839666,Municipio de Escuintla,,Guatemala,Latin America,"CDP Cities,ICLEI - Local Governments for Sustainability,WWF",public,Yes,170543,2019,,2020-06-25T04:52:51.327
2019,54386,Tainan City Government,Tainan,"Taiwan, Greater China",East Asia,"CDP Cities,ICLEI - Local Governments for Sustainability",public,No,,0,POINT (120.227 22.9999),2020-06-25T04:52:51.327
2019,54124,City of Fremont,Fremont,United States of America,North America,"CDP Cities,ICLEI - Local Governments for Sustainability",public,No,234962,2017,POINT (-121.989 37.5483),2020-06-25T04:52:51.327
2019,840514,Blitar City,,Indonesia,Southeast Asia and Oceania,"CDP Cities,ICLEI - Local Governments for Sustainability,WWF",public,Yes,,0,,2020-06-25T04:52:51.327
2019,74560,"City of Moab, UT",Moab,United States of America,North America,"CDP Cities,ICLEI - Local Governments for Sustainability,WWF",public,No,,0,POINT (-109.54 38.57),2020-06-25T04:52:51.327
2019,834120,City of Tanjungpinang,,Indonesia,Southeast Asia and Oceania,"CDP Cities,ICLEI - Local Governments for Sustainability,WWF",public,Yes,207057,2017,,2020-06-25T04:52:51.327
2019,840371,Falkoping Kommun,Falköping,Sweden,Europe,"CDP Cities,ICLEI - Local Governments for Sustainability,WWF",public,Yes,,0,,2020-06-25T04:52:51.327
2019,74568,"City of Shoreline, WA",,United States of America,North America,CDP Cities,non public,Yes,56189,2017,,2020-06-25T04:52:51.327
2019,52897,City of Aspen,Aspen,United States of America,North America,"CDP Cities,ICLEI - Local Governments for Sustainability",public,No,,0,POINT (-106.837 39.195),2020-06-25T04:52:51.327
2019,55380,Prefeitura Municipal de Cubatão,Cubatão,Brazil,Latin America,CDP Cities,public,No,,0,POINT (-46.4234 -23.8994),2020-06-25T04:52:51.327
2019,60125,Klaipeda City Municipality,Klaipeda,Lithuania,Europe,"CDP Cities,ICLEI - Local Governments for Sustainability,Union of the Baltic Cities,WWF",public,Yes,148000,2018,,2020-06-25T04:52:51.327
2019,49347,City of Omaha,Omaha,United States of America,North America,CDP Cities,public,Yes,463081,2017,,2020-06-25T04:52:51.327
2019,51079,Guatemala City,Guatemala City,Guatemala,Latin America,"CDP Cities,ICLEI - Local Governments for Sustainability",public,No,,0,POINT (-90.5069 14.6349),2020-06-25T04:52:51.327
2019,59572,"District of Saanich, BC",Saanich,Canada,North America,"CDP Cities,ICLEI - Local Governments for Sustainability",non public,No,,0,POINT (123.378 48.4594),2020-06-25T04:52:51.327
2019,59168,Commune de Dioudoubou,Dioudoubou,Senegal,Africa,"CDP Cities,ICLEI - Local Governments for Sustainability,WWF",public,No,7050,2017,POINT (-15.4789 12.7095),2020-06-25T04:52:51.327
2019,35873,Municipality of Medellín,Medellín,Colombia,Latin America,"C40,CDP Cities,ICLEI - Local Governments for Sustainability,WWF",public,No,,0,POINT (-75.5735 6.22729),2020-06-25T04:52:51.327
2019,58671,Helsingør Kommune / Elsinore Municipality,Helsingør,Denmark,Europe,CDP Cities,public,No,,0,POINT (12.5921 56.0308),2020-06-25T04:52:51.327
2019,838939,Kocaeli Metropolitan Municipality,,Turkey,Europe,"CDP Cities,ICLEI - Local Governments for Sustainability,WWF",public,Yes,1830772,2016,,2020-06-25T04:52:51.327
2019,840507,Dura Municipality,,State of Palestine,Middle East,CDP Cities,public,Yes,,0,,2020-06-25T04:52:51.327
2019,73650,Armstrong,,Argentina,Latin America,"CDP Cities,ICLEI - Local Governments for Sustainability",public,Yes,11484,2010,,2020-06-25T04:52:51.327
2019,840313,Municipalidad Cerro Navia,,Chile,Latin America,"CDP Cities,ICLEI - Local Governments for Sustainability,WWF",public,Yes,,0,,2020-06-25T04:52:51.327
2019,54364,City of Kuala Lumpur,Kuala Lumpur,Malaysia,Southeast Asia and Oceania,"C40,CDP Cities,ICLEI - Local Governments for Sustainability",public,No,1790000,216,POINT (101.687 3.139),2020-06-25T04:52:51.327
2019,31146,Addis Ababa City Administration,Addis Ababa,Ethiopia,Africa,"C40,CDP Cities",public,No,3604000,2019,POINT (38.7544 9.02887),2020-06-25T04:52:51.327
2019,59642,"City of Dublin, CA","Dublin, CA",United States of America,North America,"CDP Cities,ICLEI - Local Governments for Sustainability",public,No,64577,2019,POINT (-121.93 37.7),2020-06-25T04:52:51.327
2019,60394,Gobierno Autónomo Municipal de Tarija,Tarija,Bolivia (Plurinational State of),Latin America,"CDP Cities,ICLEI - Local Governments for Sustainability,WWF",public,No,261188,2019,POINT (-63.4884 -21.2666),2020-06-25T04:52:51.327
2019,58797,Hørsholm Kommune,Hørsholm,Denmark,Europe,CDP Cities,public,No,,0,POINT (12.5049 55.8835),2020-06-25T04:52:51.327
2019,832274,Município de Odemira,,Portugal,Europe,CDP Cities,public,Yes,26066,2011,,2020-06-25T04:52:51.327
2019,54078,City of Hayward,Hayward,United States of America,North America,"CDP Cities,ICLEI - Local Governments for Sustainability",public,No,162030,2018,POINT (-122.081 37.6689),2020-06-25T04:52:51.327
2019,35903,Le Grand Casablanca,Casablanca,Morocco,Africa,"CDP Cities,ICLEI - Local Governments for Sustainability,WWF",public,No,3360000,2014,POINT (-7.56806 33.5206),2020-06-25T04:52:51.327
2019,58609,City of Ærøskøbing,Ærøskøbing,Denmark,Europe,CDP Cities,public,No,6180,2017,POINT (10.4047 54.8914),2020-06-25T04:52:51.327
2019,834277,Municipality of Patagones,,Argentina,Latin America,"CDP Cities,ICLEI - Local Governments for Sustainability",public,Yes,31294,2014,,2020-06-25T04:52:51.327
2019,54611,Alcaldia de Manizales,Manizales,Colombia,Latin America,"CDP Cities,ICLEI - Local Governments for Sustainability,WWF",public,Yes,400136,2019,,2020-06-25T04:52:51.327
2019,60413,Municipalidad de La Serena,La Serena,Chile,Latin America,CDP Cities,non public,No,221054,2017,POINT (-68.8342 -32.9199),2020-06-25T04:52:51.327
2019,73293,"City of LaGrange, MO",LaGrange,United States of America,North America,CDP Cities,public,No,931,2010,POINT (-91.4976 40.0428),2020-06-25T04:52:51.327
2019,59163,City of Tirana,Tirana,Albania,Europe,"CDP Cities,ICLEI - Local Governments for Sustainability",public,No,780531,2016,POINT (19.8187 41.3275),2020-06-25T04:52:51.327
2019,74558,"Summit County, UT",,United States of America,North America,"CDP Cities,ICLEI - Local Governments for Sustainability",public,Yes,41106,2017,,2020-06-25T04:52:51.327
2019,54518,City of Helsingborg,Helsingborg,Sweden,Europe,"CDP Cities,ICLEI - Local Governments for Sustainability,WWF",public,Yes,145415,2018,,2020-06-25T04:52:51.327
2019,834246,Municipality of Gemona del Friuli,,Italy,Europe,"CDP Cities,ICLEI - Local Governments for Sustainability",public,Yes,,0,POINT (13.1368 46.279),2020-06-25T04:52:51.327
2019,73679,Cruz Alta,,Argentina,Latin America,"CDP Cities,ICLEI - Local Governments for Sustainability",public,Yes,7344,2014,,2020-06-25T04:52:51.327
2019,60276,Prefeitura de Assis,,Brazil,Latin America,CDP Cities,public,No,103000,2019,,2020-06-25T04:52:51.327
2019,63862,"City of Ashland, OR",,United States of America,North America,"CDP Cities,ICLEI - Local Governments for Sustainability",public,Yes,21117,2017,,2020-06-25T04:52:51.327
2019,834374,Tagum City,,Philippines,Southeast Asia and Oceania,"CDP Cities,ICLEI - Local Governments for Sustainability,WWF",public,Yes,259444,2015,,2020-06-25T04:52:51.327
2019,50381,Municipio de Torreón,Torreón,Mexico,Latin America,"CDP Cities,ICLEI - Local Governments for Sustainability",public,No,,0,POINT (-103.407 25.5428),2020-06-25T04:52:51.327
2019,54613,Alcaldia de Valdivia,Valdivia,Chile,Latin America,"CDP Cities,ICLEI - Local Governments for Sustainability,WWF",public,Yes,166080,2017,,2020-06-25T04:52:51.327
2019,840037,Tilisarao,,Argentina,Latin America,CDP Cities,public,Yes,,0,,2020-06-25T04:52:51.327
2019,52894,City of Winston-Salem,Winston-Salem,United States of America,North America,CDP Cities,public,No,246328,2018,POINT (-80.2442 36.0999),2020-06-25T04:52:51.327
2019,35878,City of Sacramento,Sacramento,United States of America,North America,CDP Cities,public,No,508529,2018,POINT (-121.494 38.5816),2020-06-25T04:52:51.327
2019,73713,San Miguel,,Argentina,Latin America,"CDP Cities,ICLEI - Local Governments for Sustainability",public,Yes,276190,2010,,2020-06-25T04:52:51.327
2019,31175,City of Paris,Paris,France,Europe,"C40,CDP Cities,ICLEI - Local Governments for Sustainability,WWF",public,No,2249975,2016,POINT (2.35222 48.8566),2020-06-25T04:52:51.327
2019,36043,Abuja Federal Capital Territory,Abuja,Nigeria,Africa,CDP Cities,public,No,2440000,2017,POINT (7.39857 9.07647),2020-06-25T04:52:51.327
2019,826239,Alcaldia de Sopó,Sopó,Colombia,Latin America,"CDP Cities,ICLEI - Local Governments for Sustainability,WWF",public,No,27932,2017,POINT (-73.9384 4.9075),2020-06-25T04:52:51.327
2019,832838,Town of Wellfleet,Wellfleet,United States of America,North America,"CDP Cities,ICLEI - Local Governments for Sustainability",public,No,,0,POINT (-70.031 41.9305),2020-06-25T04:52:51.327
2019,36263,Comune di Ravenna,Ravenna,Italy,Europe,CDP Cities,public,No,157663,2018,POINT (12.518 41.913),2020-06-25T04:52:51.327
2019,73759,Jambi City,,Indonesia,Southeast Asia and Oceania,"CDP Cities,ICLEI - Local Governments for Sustainability,WWF",public,Yes,591134,2017,,2020-06-25T04:52:51.327
2019,54289,Wuhan Municipal People's Government,Wuhan,China,East Asia,"C40,CDP Cities",non public,No,,0,POINT (114.325 30.6435),2020-06-25T04:52:51.327
