Year Reported to CDP,Account Number,Organization,City,Country,CDP Region,Reporting Authority,Access,First Time Discloser,Population,Population Year,City Location,Last update
2020,60374,Alcaldía de Ibagué,Ibagué,Colombia,Latin America,"CDP Cities,ICLEI - Local Governments for Sustainability",public,No,564077,2017,POINT (-75.24 4.44851),2020-09-07T09:45:19.793
2020,31172,Mexico City,Mexico City,Mexico,Latin America,"C40,CDP Cities,ICLEI - Local Governments for Sustainability",public,No,9041395,2018,POINT (-99.1332 19.4326),2020-09-07T09:45:19.793
2020,43938,"The Executive Council, Govt of Dubai",Dubai,United Arab Emirates,Middle East,"C40,CDP Cities,ICLEI - Local Governments for Sustainability",public,No,3335900,2019,POINT (55.2708 25.2048),2020-09-07T09:45:19.793
2020,50394,Prefeitura Municipal de João Pessoa,João Pessoa,Brazil,Latin America,"CDP Cities,ICLEI - Local Governments for Sustainability",public,No,723515,2010,POINT (-34.8639 -7.16882),2020-09-07T09:45:19.793
2020,58796,Odder Kommune,Odder,Denmark,Europe,"CDP Cities,ICLEI - Local Governments for Sustainability",public,No,22624,2019,POINT (10.15 55.9757),2020-09-07T09:45:19.793
2020,826211,Junta Intermunicipal de Medio Ambiente Altos Sur (JIAS),,Mexico,Latin America,"CDP Cities,ICLEI - Local Governments for Sustainability",public,Yes,399724000,2015,,2020-09-07T09:45:19.793
2020,44185,Suwon City,Suwon,Republic of Korea,East Asia,"CDP Cities,ICLEI - Local Governments for Sustainability",public,No,1235093,2019,POINT (126.805 37.17),2020-09-07T09:45:19.793
2020,841964,"City of Hallandale Beach, FL",Hallandale Beach,United States of America,North America,"CDP Cities,ICLEI - Local Governments for Sustainability",public,Yes,37113,2010,POINT (-80.1484 25.9812),2020-09-07T09:45:19.793
2020,31156,Municipality of Curitiba,Curitiba,Brazil,Latin America,"C40,CDP Cities,ICLEI - Local Governments for Sustainability",public,No,1893997,2016,POINT (-49.2647 -25.4311),2020-09-07T09:45:19.793
2020,826238,Alcaldia de Mosquera,Mosquera,Colombia,Latin America,"CDP Cities,ICLEI - Local Governments for Sustainability",public,No,86954,2017,POINT (-74.2302 4.70592),2020-09-07T09:45:19.793
2020,35848,Municipality of Belo Horizonte,Belo Horizonte,Brazil,Latin America,"CDP Cities,ICLEI - Local Governments for Sustainability",public,No,2513451,2019,POINT (-43.9345 -19.9167),2020-09-07T09:45:19.793
2020,840036,La Paz,,Argentina,Latin America,"CDP Cities,ICLEI - Local Governments for Sustainability",public,No,25808,2010,,2020-09-07T09:45:19.793
2020,60268,Prefeitura de Brumadinho,Brumadinho,Brazil,Latin America,"CDP Cities,ICLEI - Local Governments for Sustainability",public,No,33973,2018,POINT (-44.1982 -20.1427),2020-09-07T09:45:19.793
2020,43934,City of Perth,Perth,Australia,Southeast Asia and Oceania,"CDP Cities,ICLEI - Local Governments for Sustainability",public,No,32233,2020,POINT (115.861 -31.9526),2020-09-07T09:45:19.793
2020,54111,City of Iowa City,Iowa City,United States of America,North America,"CDP Cities,ICLEI - Local Governments for Sustainability",public,No,76290,2018,POINT (-91.5302 41.6611),2020-09-07T09:45:19.793
2020,54459,City of Reykjavík,Reykjavík,Iceland,Europe,"CDP Cities,ICLEI - Local Governments for Sustainability",public,No,132080,2020,POINT (-21.8174 64.1265),2020-09-07T09:45:19.793
2020,73671,Godoy Cruz,,Argentina,Latin America,"CDP Cities,ICLEI - Local Governments for Sustainability",public,No,191903,2010,,2020-09-07T09:45:19.793
2020,55334,Município de Braga,Braga,Portugal,Europe,"CDP Cities,ICLEI - Local Governments for Sustainability",public,No,189331,2020,POINT (-8.43821 41.5337),2020-09-07T09:45:19.793
2020,53860,"City of Wilmington, NC",Wilmington,United States of America,North America,"CDP Cities,ICLEI - Local Governments for Sustainability",public,No,119045,2017,,2020-09-07T09:45:19.793
2020,54088,City of Peterborough,Peterborough,Canada,North America,"CDP Cities,ICLEI - Local Governments for Sustainability",public,No,82094,2016,,2020-09-07T09:45:19.793
2020,54327,Semarang City Government,,Indonesia,Southeast Asia and Oceania,"CDP Cities,ICLEI - Local Governments for Sustainability",public,No,1674358,2019,,2020-09-07T09:45:19.793
2020,826209,Aipromades Lago de Chapala,Chapala,Mexico,Latin America,"CDP Cities,ICLEI - Local Governments for Sustainability",public,No,601263,2015,POINT (-103.191 20.2962),2020-09-07T09:45:19.793
2020,840926,Prefeitura de Serra Talhada,,Brazil,Latin America,"CDP Cities,ICLEI - Local Governments for Sustainability",public,No,86350,2019,,2020-09-07T09:45:19.793
2020,54078,City of Hayward,Hayward,United States of America,North America,"CDP Cities,ICLEI - Local Governments for Sustainability",public,No,161456,2017,POINT (-122.081 37.6689),2020-09-07T09:45:19.793
2020,58513,City of Medford,Medford,United States of America,North America,"CDP Cities,ICLEI - Local Governments for Sustainability",public,No,57765,2018,POINT (-122.876 42.3265),2020-09-07T09:45:19.793
2020,55325,Município de Águeda,Águeda,Portugal,Europe,"CDP Cities,ICLEI - Local Governments for Sustainability",public,No,47729,2011,POINT (-8.44582 40.5753),2020-09-07T09:45:19.793
2020,35885,Tel Aviv-Yafo Municipality,Tel Aviv-Yafo,Israel,Middle East,"C40,CDP Cities,ICLEI - Local Governments for Sustainability",public,No,443940,2017,POINT (34.7823 32.0816),2020-09-07T09:45:19.793
2020,57347,Pingtung County Government,Pingtung County,"Taiwan, Greater China",East Asia,"CDP Cities,ICLEI - Local Governments for Sustainability",public,No,816636,2020,POINT (120.47 22.6558),2020-09-07T09:45:19.793
2020,49334,"City of Richmond, VA","Richmond, VA",United States of America,North America,"CDP Cities,ICLEI - Local Governments for Sustainability",public,No,230436,2019,POINT (-77.436 37.5407),2020-09-07T09:45:19.793
2020,31181,City of Philadelphia,Philadelphia,United States of America,North America,"C40,CDP Cities,ICLEI - Local Governments for Sustainability",public,No,1555072,2015,POINT (-75.1638 39.9523),2020-09-07T09:45:19.793
2020,50378,Municipalidad de San José,San José,Costa Rica,Latin America,"CDP Cities,ICLEI - Local Governments for Sustainability",public,No,344851,2019,POINT (9.9326 -84.0796),2020-09-07T09:45:19.793
2020,50392,Prefeitura de Vitória,Vitória,Brazil,Latin America,"CDP Cities,ICLEI - Local Governments for Sustainability",public,No,327801,2010,POINT (-40.3776 -20.3338),2020-09-07T09:45:19.793
2020,59151,City of Akureyri,Akureyri,Iceland,Europe,"CDP Cities,ICLEI - Local Governments for Sustainability",public,No,19025,2019,POINT (-18.1262 65.6885),2020-09-07T09:45:19.793
2020,11315,City of Manchester,,United Kingdom of Great Britain and Northern Ireland,Europe,"CDP Cities,ICLEI - Local Governments for Sustainability",public,No,563200,2020,,2020-09-07T09:45:19.793
2020,826450,Durham County Council,,United Kingdom of Great Britain and Northern Ireland,Europe,"CDP Cities,ICLEI - Local Governments for Sustainability",public,Yes,523500,2017,,2020-09-07T09:45:19.793
2020,840529,Ayuntamiento de Victoria (Tamaulipas),,Mexico,Latin America,"CDP Cities,ICLEI - Local Governments for Sustainability",public,No,346029,2015,,2020-09-07T09:45:19.793
2020,74671,Kadıköy,,Turkey,Europe,"CDP Cities,ICLEI - Local Governments for Sustainability",public,Yes,482713,2019,POINT (29.0585 40.98),2020-09-07T09:45:19.793
2020,50544,"City of Aurora, IL",Aurora,United States of America,North America,"CDP Cities,ICLEI - Local Governments for Sustainability",public,No,200965,2017,POINT (41.7606 88.3201),2020-09-07T09:45:19.793
2020,58591,"City of Greenbelt, MD",,United States of America,North America,"CDP Cities,ICLEI - Local Governments for Sustainability",public,No,23000,2010,,2020-09-07T09:45:19.793
2020,74508,"City of Winona, MN",Winona,United States of America,North America,"CDP Cities,ICLEI - Local Governments for Sustainability",public,No,26594,2019,POINT (-91.6663 44.0554),2020-09-07T09:45:19.793
2020,8242,City of Helsinki,Helsinki,Finland,Europe,"CDP Cities,ICLEI - Local Governments for Sustainability,Union of the Baltic Cities",public,No,655395,2020,POINT (24.941 60.1733),2020-09-07T09:45:19.793
2020,60394,Gobierno Autónomo Municipal de Tarija,Tarija,Bolivia (Plurinational State of),Latin America,"CDP Cities,ICLEI - Local Governments for Sustainability",public,No,261188,2019,POINT (-63.4884 -21.2666),2020-09-07T09:45:19.793
2020,74695,Sandnes kommune,,Norway,Europe,"CDP Cities,ICLEI - Local Governments for Sustainability",public,Yes,79559,2020,,2020-09-07T09:45:19.793
2020,70005,Tauragė,Taurage,Lithuania,Europe,"CDP Cities,ICLEI - Local Governments for Sustainability,Union of the Baltic Cities",public,No,38500,2019,POINT (22.2897 55.2522),2020-09-07T09:45:19.793
2020,841269,Municipalidad de Montecarlo,,Argentina,Latin America,"CDP Cities,ICLEI - Local Governments for Sustainability",public,No,25845,2016,,2020-09-07T09:45:19.793
2020,54119,City of Palo Alto,Palo Alto,United States of America,North America,"CDP Cities,ICLEI - Local Governments for Sustainability",public,No,67082,2019,POINT (-122.143 37.4419),2020-09-07T09:45:19.793
2020,50568,City of Saskatoon,Saskatoon,Canada,North America,"CDP Cities,ICLEI - Local Governments for Sustainability",public,No,275242,2019,POINT (-106.67 52.1332),2020-09-07T09:45:19.793
2020,73680,Carcarana,,Argentina,Latin America,"CDP Cities,ICLEI - Local Governments for Sustainability",public,No,16432,2010,,2020-09-07T09:45:19.793
2020,3203,City of Chicago,Chicago,United States of America,North America,"C40,CDP Cities,ICLEI - Local Governments for Sustainability",public,No,2705994,2018,POINT (-87.6298 41.8781),2020-09-07T09:45:19.793
2020,839672,Municipalidad Distrital de La Molina,,Peru,Latin America,"CDP Cities,ICLEI - Local Governments for Sustainability",public,Yes,140679,2017,,2020-09-07T09:45:19.793
2020,54274,Rotorua Lakes Council,Rotorua,New Zealand,Southeast Asia and Oceania,"CDP Cities,ICLEI - Local Governments for Sustainability",public,No,71877,2018,,2020-09-07T09:45:19.793
2020,43928,Canberra,Canberra,Australia,Southeast Asia and Oceania,"CDP Cities,ICLEI - Local Governments for Sustainability",public,No,427000,2019,POINT (149.124 -35.3075),2020-09-07T09:45:19.793
2020,848478,Banyuwangi City,,Indonesia,Southeast Asia and Oceania,"CDP Cities,ICLEI - Local Governments for Sustainability",public,Yes,1745675,2019,,2020-09-07T09:45:19.793
2020,50358,Gobierno Municipal de Toluca de Lerdo,,Mexico,Latin America,"CDP Cities,ICLEI - Local Governments for Sustainability",public,No,900855,2017,,2020-09-07T09:45:19.793
2020,35993,Singapore Government,Singapore,Singapore,Southeast Asia and Oceania,"C40,CDP Cities,ICLEI - Local Governments for Sustainability",public,No,5640000,2018,POINT (103.82 1.35208),2020-09-07T09:45:19.793
2020,831230,Municipality of La Marsa,La Marsa,Tunisia,Africa,"CDP Cities,ICLEI - Local Governments for Sustainability",public,No,98500,2019,POINT (10.3218 36.8725),2020-09-07T09:45:19.793
2020,49333,"City of Louisville, KY",Louisville,United States of America,North America,"CDP Cities,ICLEI - Local Governments for Sustainability",public,No,765352,2016,POINT (-85.6784 38.196),2020-09-07T09:45:19.793
2020,58357,City of West Hollywood,West Hollywood,United States of America,North America,"CDP Cities,ICLEI - Local Governments for Sustainability",public,No,34399,2010,POINT (-118.362 34.09),2020-09-07T09:45:19.793
2020,31110,Roma Capitale,Roma,Italy,Europe,"C40,CDP Cities,ICLEI - Local Governments for Sustainability",public,No,2848084,2019,POINT (12.2858 41.53),2020-09-07T09:45:19.793
2020,60236,Municipality of Trelleborg,Trelleborg,Sweden,Europe,"CDP Cities,ICLEI - Local Governments for Sustainability,Union of the Baltic Cities",public,No,45400,2019,POINT (13.1569 55.3751),2020-09-07T09:45:19.793
2020,54696,XIV Ayuntamiento de La Paz,La Paz,Mexico,Latin America,"CDP Cities,ICLEI - Local Governments for Sustainability",public,No,215178,2010,,2020-09-07T09:45:19.793
2020,63919,"City of Saratoga Springs, NY",Saratoga Springs,United States of America,North America,"CDP Cities,ICLEI - Local Governments for Sustainability",public,No,28212,2019,POINT (-73.8167 43.0333),2020-09-07T09:45:19.793
2020,58485,Abington Township,Abington,United States of America,North America,"CDP Cities,ICLEI - Local Governments for Sustainability",public,No,55310,2010,POINT (-75.1195 40.1241),2020-09-07T09:45:19.793
2020,54082,"City of Hollywood, FL",Hollywood,United States of America,North America,"CDP Cities,ICLEI - Local Governments for Sustainability",public,No,154817,2020,POINT (-80.1495 26.0112),2020-09-07T09:45:19.793
2020,35877,City of Pittsburgh,Pittsburgh,United States of America,North America,"CDP Cities,ICLEI - Local Governments for Sustainability",public,No,301048,2018,POINT (-79.9959 40.4406),2020-09-07T09:45:19.793
2020,832838,Town of Wellfleet,Wellfleet,United States of America,North America,"CDP Cities,ICLEI - Local Governments for Sustainability",public,No,3500,2018,POINT (-70.031 41.9305),2020-09-07T09:45:19.793
2020,35475,City of Calgary,Calgary,Canada,North America,"CDP Cities,ICLEI - Local Governments for Sustainability",public,No,1285711,2019,POINT (-114.071 51.0486),2020-09-07T09:45:19.793
2020,35905,Corporation of Chennai,Chennai,India,South and West Asia,"C40,CDP Cities,ICLEI - Local Governments for Sustainability",public,No,7920000,2020,POINT (80.2425 13.0992),2020-09-07T09:45:19.793
2020,54402,City of Lahti,Lahti,Finland,Europe,"CDP Cities,ICLEI - Local Governments for Sustainability,Union of the Baltic Cities",public,No,119937,2020,POINT (25.65 60.9833),2020-09-07T09:45:19.793
2020,35898,Greater Manchester,Manchester,United Kingdom of Great Britain and Northern Ireland,Europe,"CDP Cities,ICLEI - Local Governments for Sustainability",public,No,2835686,2019,POINT (-2.15783 53.4576),2020-09-07T09:45:19.793
2020,36470,Comune della Spezia,La Spezia,Italy,Europe,"CDP Cities,ICLEI - Local Governments for Sustainability",public,No,93870,2017,POINT (9.83632 44.111),2020-09-07T09:45:19.793
2020,50678,Município de Évora,Évora,Portugal,Europe,"CDP Cities,ICLEI - Local Governments for Sustainability",public,No,56596,2011,,2020-09-07T09:45:19.793
2020,826103,Ayuntamiento de Casimiro Castillo,Casimiro Castillo,Mexico,Latin America,"CDP Cities,ICLEI - Local Governments for Sustainability",public,No,21475,2010,POINT (-104.436 19.6031),2020-09-07T09:45:19.793
2020,73650,Armstrong,,Argentina,Latin America,"CDP Cities,ICLEI - Local Governments for Sustainability",public,No,11484,2010,,2020-09-07T09:45:19.793
2020,58530,"City of Northampton, MA",Northampton,United States of America,North America,"CDP Cities,ICLEI - Local Governments for Sustainability",public,No,28549,2010,POINT (-72.6144 42.3048),2020-09-07T09:45:19.793
2020,73667,San Rafael de Heredia,,Costa Rica,Latin America,"CDP Cities,ICLEI - Local Governments for Sustainability",public,Yes,55269,2020,,2020-09-07T09:45:19.793
2020,60399,Municipalidad de Miraflores,Miraflores,Peru,Latin America,"CDP Cities,ICLEI - Local Governments for Sustainability",public,No,99337,2017,POINT (-71.5366 -16.3994),2020-09-07T09:45:19.793
2020,74672,Bursa Nilüfer Municipality,,Turkey,Europe,"CDP Cities,ICLEI - Local Governments for Sustainability",public,Yes,466000,2019,POINT (28 40),2020-09-07T09:45:19.793
2020,50565,City of Toledo,Toledo,United States of America,North America,"CDP Cities,ICLEI - Local Governments for Sustainability",public,No,287208,2010,POINT (-83.5552 41.6639),2020-09-07T09:45:19.793
2020,10495,City of Las Vegas,Las Vegas,United States of America,North America,"CDP Cities,ICLEI - Local Governments for Sustainability",public,No,675971,2019,POINT (-115.14 36.1699),2020-09-07T09:45:19.793
2020,50386,Prefeitura de Cuiabá,Cuiabá,Brazil,Latin America,"CDP Cities,ICLEI - Local Governments for Sustainability",public,No,580489,2015,POINT (-52.2663 -15.882),2020-09-07T09:45:19.793
2020,50359,Gobierno Municipal de León de los Aldamas,León de los Aldamas,Mexico,Latin America,"CDP Cities,ICLEI - Local Governments for Sustainability",public,No,1578626,2015,POINT (-101.684 21.1221),2020-09-07T09:45:19.793
2020,60216,City of Växjö,Växjö,Sweden,Europe,"CDP Cities,ICLEI - Local Governments for Sustainability,Union of the Baltic Cities",public,No,92567,2018,POINT (14.8091 56.8777),2020-09-07T09:45:19.793
2020,60349,Prefeitura de São Leopoldo,São Leopoldo,Brazil,Latin America,"CDP Cities,ICLEI - Local Governments for Sustainability",public,No,236835,2019,POINT (-51.1493 -29.761),2020-09-07T09:45:19.793
2020,839665,Ayuntamiento de Celaya,,Mexico,Latin America,"CDP Cities,ICLEI - Local Governments for Sustainability",public,No,494304,2015,POINT (-100.812 20.5222),2020-09-07T09:45:19.793
2020,54538,Bath and North East Somerset,Bath,United Kingdom of Great Britain and Northern Ireland,Europe,"CDP Cities,ICLEI - Local Governments for Sustainability",public,No,192106,2018,,2020-09-07T09:45:19.793
2020,54268,Dunedin City Council,,New Zealand,Southeast Asia and Oceania,"CDP Cities,ICLEI - Local Governments for Sustainability",public,Yes,131100,2018,,2020-09-07T09:45:19.793
2020,826396,Munícipio de Sintra,Sintra,Portugal,Europe,"CDP Cities,ICLEI - Local Governments for Sustainability",public,No,391402,2019,POINT (-9.38811 38.7984),2020-09-07T09:45:19.793
2020,74466,"Village of South Barrington, IL",South Barrington,United States of America,North America,"CDP Cities,ICLEI - Local Governments for Sustainability",public,No,4565,2010,POINT (42.0736 88.148),2020-09-07T09:45:19.793
2020,60410,Municipalidad de Peñalolén,Peñalolén,Chile,Latin America,"CDP Cities,ICLEI - Local Governments for Sustainability",public,No,241599,2017,POINT (-70.5302 -33.454),2020-09-07T09:45:19.793
2020,63601,"Township of Maplewood, NJ",Maplewood,United States of America,North America,"CDP Cities,ICLEI - Local Governments for Sustainability",public,No,25380,2019,POINT (-74.27 40.73),2020-09-07T09:45:19.793
2020,60388,Municipalidad Provincial de Chiclayo,,Peru,Latin America,"CDP Cities,ICLEI - Local Governments for Sustainability",public,No,630387,2020,,2020-09-07T09:45:19.793
2020,54614,Prefeitura da Cidade de São José do Rio Preto,São José do Rio Preto,Brazil,Latin America,"CDP Cities,ICLEI - Local Governments for Sustainability",public,No,456245,2018,POINT (-49.3762 -20.8118),2020-09-07T09:45:19.793
2020,54687,Prefeitura Municipal de São José dos Campos,São José dos Campos,Brazil,Latin America,"CDP Cities,ICLEI - Local Governments for Sustainability",public,No,721944,2019,POINT (-45.8783 -23.1848),2020-09-07T09:45:19.793
2020,834373,"Town of York, ME",,United States of America,North America,"CDP Cities,ICLEI - Local Governments for Sustainability",public,Yes,13151,2018,,2020-09-07T09:45:19.793
2020,35863,eThekwini Municipality,Durban,South Africa,Africa,"C40,CDP Cities,ICLEI - Local Governments for Sustainability",public,No,3918863,2018,POINT (31.0218 -29.8587),2020-09-07T09:45:19.793
2020,31175,City of Paris,Paris,France,Europe,"C40,CDP Cities,ICLEI - Local Governments for Sustainability",public,No,2210875,2018,POINT (2.35222 48.8566),2020-09-07T09:45:19.793
2020,36285,Comune di Firenze,Firenze,Italy,Europe,"CDP Cities,ICLEI - Local Governments for Sustainability",public,No,378839,2019,POINT (11.2558 43.7696),2020-09-07T09:45:19.793
2020,55324,Município de Guimarães,Guimarães,Portugal,Europe,"CDP Cities,ICLEI - Local Governments for Sustainability",public,No,152792,2018,POINT (-8.29224 41.4443),2020-09-07T09:45:19.793
2020,826208,Junta Intermunicipal de Medio Ambiente de Sierra Occidental y Costa (JISOC),JISOC,Mexico,Latin America,"CDP Cities,ICLEI - Local Governments for Sustainability",public,No,344325,2015,POINT (-104.783 20.517),2020-09-07T09:45:19.793
2020,73413,Commune de Cocody,Cocody,Côte d'Ivoire,Africa,"CDP Cities,ICLEI - Local Governments for Sustainability",public,No,800000,2018,POINT (-3.9674 5.3602),2020-09-07T09:45:19.793
2020,43975,Municipalidad de Magdalena del Mar,Magdalena del Mar,Peru,Latin America,"CDP Cities,ICLEI - Local Governments for Sustainability",public,No,60290,2017,POINT (-77.067 -12.0917),2020-09-07T09:45:19.793
2020,831616,Commune de Tsévié,Tsévié,Togo,Africa,"CDP Cities,ICLEI - Local Governments for Sustainability",public,No,160430,2020,POINT (1.21333 6.42611),2020-09-07T09:45:19.793
2020,73637,Steve Tshwete,,South Africa,Africa,"CDP Cities,ICLEI - Local Governments for Sustainability",public,No,278749,2016,,2020-09-07T09:45:19.793
2020,73666,Cuyahoga County,,United States of America,North America,"CDP Cities,ICLEI - Local Governments for Sustainability",public,No,1241718,2018,,2020-09-07T09:45:19.793
2020,848474,Richmond Council,,United Kingdom of Great Britain and Northern Ireland,Europe,"CDP Cities,ICLEI - Local Governments for Sustainability",public,Yes,199100,2020,POINT (-0.32574 51.448),2020-09-07T09:45:19.793
2020,46514,City of Porto,Porto,Portugal,Europe,"CDP Cities,ICLEI - Local Governments for Sustainability",public,No,237591,2011,POINT (-8.6291 41.1579),2020-09-07T09:45:19.793
2020,49360,City of Tshwane,Pretoria - Tshwane,South Africa,Africa,"C40,CDP Cities,ICLEI - Local Governments for Sustainability",public,No,3306198,2017,POINT (28.1881 -25.7461),2020-09-07T09:45:19.793
2020,57616,"City of Lake Forest, IL",Lake Forest,United States of America,North America,"CDP Cities,ICLEI - Local Governments for Sustainability",public,No,19446,2019,POINT (-87.8406 42.2586),2020-09-07T09:45:19.793
2020,63616,Abasan Al-Kabira Municipality,Abasan Al-Kabira,State of Palestine,Middle East,"CDP Cities,ICLEI - Local Governments for Sustainability",public,No,31000,2017,POINT (34.344 31.3231),2020-09-07T09:45:19.793
2020,845307,Zarcero,,Costa Rica,Latin America,"CDP Cities,ICLEI - Local Governments for Sustainability",public,Yes,12205,2019,,2020-09-07T09:45:19.793
2020,60603,"City of Prince George, BC",Prince George,Canada,North America,"CDP Cities,ICLEI - Local Governments for Sustainability",public,No,74003,2016,POINT (-122.75 53.9171),2020-09-07T09:45:19.793
2020,59633,"City of Santa Cruz, CA","Santa Cruz, CA",United States of America,North America,"CDP Cities,ICLEI - Local Governments for Sustainability",public,No,64608,2019,POINT (-122.031 36.9741),2020-09-07T09:45:19.793
2020,50550,City of Buffalo,"Buffalo, NY",United States of America,North America,"CDP Cities,ICLEI - Local Governments for Sustainability",public,No,258612,2017,POINT (-78.8784 42.8864),2020-09-07T09:45:19.793
2020,832097,Município de Lagos,,Portugal,Europe,"CDP Cities,ICLEI - Local Governments for Sustainability",public,No,30374,2019,,2020-09-07T09:45:19.793
2020,52638,Prefeitura de Aracaju,Aracaju,Brazil,Latin America,"CDP Cities,ICLEI - Local Governments for Sustainability",public,No,657013,2019,POINT (-37.0731 -10.9472),2020-09-07T09:45:19.793
2020,35880,Municipality of Porto Alegre,Porto Alegre,Brazil,Latin America,"CDP Cities,ICLEI - Local Governments for Sustainability",public,No,1479101,2010,POINT (51 30),2020-09-07T09:45:19.793
2020,54625,Prefeitura de Londrina,Londrina,Brazil,Latin America,"CDP Cities,ICLEI - Local Governments for Sustainability",public,No,558439,2016,POINT (-51.1505 -23.3356),2020-09-07T09:45:19.793
2020,74643,Dijon métropole,,France,Europe,"CDP Cities,ICLEI - Local Governments for Sustainability",public,Yes,257933,2019,,2020-09-07T09:45:19.793
2020,58797,Hørsholm Kommune,Hørsholm,Denmark,Europe,"CDP Cities,ICLEI - Local Governments for Sustainability",public,No,25091,2018,POINT (12.5049 55.8835),2020-09-07T09:45:19.793
2020,60229,Municipality of Arendal,Arendal,Norway,Europe,"CDP Cities,ICLEI - Local Governments for Sustainability,Union of the Baltic Cities",public,No,44999,2019,POINT (8.77245 58.4618),2020-09-07T09:45:19.793
2020,60264,Prefeitura de Botucatu,Botucatu,Brazil,Latin America,"CDP Cities,ICLEI - Local Governments for Sustainability",public,No,144000,2019,POINT (-48.4441 -22.8852),2020-09-07T09:45:19.793
2020,31174,Moscow Government,Moscow,Russian Federation,Europe,"C40,CDP Cities,ICLEI - Local Governments for Sustainability",public,No,12678079,2019,POINT (37.6173 55.7558),2020-09-07T09:45:19.793
2020,36469,Comune dell'Aquila,L'Aquila,Italy,Europe,"CDP Cities,ICLEI - Local Governments for Sustainability",public,No,69710,2019,POINT (13.3995 42.3505),2020-09-07T09:45:19.793
2020,60073,Wolverhampton City Council,Wolverhampton,United Kingdom of Great Britain and Northern Ireland,Europe,"CDP Cities,ICLEI - Local Governments for Sustainability",public,No,265809,2020,,2020-09-07T09:45:19.793
2020,59969,City of Mandurah,,Australia,Southeast Asia and Oceania,"CDP Cities,ICLEI - Local Governments for Sustainability",public,No,92594,2020,,2020-09-07T09:45:19.793
2020,36037,Santiago de Cali,Santiago de Cali,Colombia,Latin America,"CDP Cities,ICLEI - Local Governments for Sustainability",public,No,2470852,2019,POINT (-76.532 3.45164),2020-09-07T09:45:19.793
2020,60361,Prefeitura de Tangará da Serra,Tangará da Serra,Brazil,Latin America,"CDP Cities,ICLEI - Local Governments for Sustainability",public,No,83431,2010,POINT (-57.4858 -14.6194),2020-09-07T09:45:19.793
2020,35893,City of Dar es Salaam,Dar es Salaam,United Republic of Tanzania,Africa,"C40,CDP Cities,ICLEI - Local Governments for Sustainability",public,No,6041000,2019,POINT (39.2083 -6.79235),2020-09-07T09:45:19.793
2020,74594,City of Boynton Beach,Boynton Beach,United States of America,North America,"CDP Cities,ICLEI - Local Governments for Sustainability",public,No,77696,2019,POINT (-80.216 26.4986),2020-09-07T09:45:19.793
2020,50782,Dhaka City,Dhaka,Bangladesh,South and West Asia,"C40,CDP Cities,ICLEI - Local Governments for Sustainability",public,No,8000000,2020,POINT (90.4125 23.8103),2020-09-07T09:45:19.793
2020,69968,Alcaldia de Rionegro,Rionegro,Colombia,Latin America,"CDP Cities,ICLEI - Local Governments for Sustainability",public,No,142078,2020,POINT (-75.3739 6.15316),2020-09-07T09:45:19.793
2020,60379,Alcaldía de Tunja,Tunja,Colombia,Latin America,"CDP Cities,ICLEI - Local Governments for Sustainability",public,No,152419,2005,POINT (-3.63354 40.4712),2020-09-07T09:45:19.793
2020,54124,City of Fremont,Fremont,United States of America,North America,"CDP Cities,ICLEI - Local Governments for Sustainability",public,No,234237,2017,POINT (-121.989 37.5483),2020-09-07T09:45:19.793
2020,60433,City of Hvidovre,Hvidovre,Denmark,Europe,"CDP Cities,ICLEI - Local Governments for Sustainability",public,No,53282,2018,POINT (12.4754 55.6425),2020-09-07T09:45:19.793
2020,60272,Prefeitura de Campina Grande,Campina Grande,Brazil,Latin America,"CDP Cities,ICLEI - Local Governments for Sustainability",public,No,410332,2017,POINT (-35.8808 -7.2291),2020-09-07T09:45:19.793
2020,832009,Ayuntamiento de Xalapa,Xalapa,Mexico,Latin America,"CDP Cities,ICLEI - Local Governments for Sustainability",public,No,480841,2015,POINT (-98.7556 20.1318),2020-09-07T09:45:19.793
2020,839980,Municipalidad de Avellaneda,,Argentina,Latin America,"CDP Cities,ICLEI - Local Governments for Sustainability",public,No,26492,2010,,2020-09-07T09:45:19.793
2020,20113,City of Vancouver,Vancouver,Canada,North America,"C40,CDP Cities,ICLEI - Local Governments for Sustainability",public,No,648000,2019,POINT (-123.114 49.2612),2020-09-07T09:45:19.793
2020,35862,City of Detroit,Detroit,United States of America,North America,"CDP Cities,ICLEI - Local Governments for Sustainability",public,No,673104,2017,POINT (-83.0457 42.3314),2020-09-07T09:45:19.793
2020,31182,City of San Francisco,San Francisco,United States of America,North America,"C40,CDP Cities,ICLEI - Local Governments for Sustainability",public,No,883305,2018,POINT (-122.419 37.7749),2020-09-07T09:45:19.793
2020,826427,Município de Valongo,Valongo,Portugal,Europe,"CDP Cities,ICLEI - Local Governments for Sustainability",public,No,97444,2019,POINT (-8.49835 41.1887),2020-09-07T09:45:19.793
2020,59536,City of Kitchener,Kitchener,Canada,North America,"CDP Cities,ICLEI - Local Governments for Sustainability",public,No,246700,2016,POINT (-80.561 43.42),2020-09-07T09:45:19.793
2020,3417,New York City,New York City,United States of America,North America,"C40,CDP Cities,ICLEI - Local Governments for Sustainability",public,No,8399000,2018,POINT (-74.0059 40.7128),2020-09-07T09:45:19.793
2020,60125,Klaipeda City Municipality,Klaipeda,Lithuania,Europe,"CDP Cities,ICLEI - Local Governments for Sustainability,Union of the Baltic Cities",public,No,147892,2019,,2020-09-07T09:45:19.793
